date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:52:56	13212/13212	---M--	200	added ('OK')	image/png	etag:%22339c-6696abb7-f036aac878cb663c;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/thunderstorm.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/thunderstorm.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:57	20794/20794	---M--	200	added ('OK')	image/png	etag:%22513a-6696abb7-6d355836e5e7a78e;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/snow-d.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/snow-d.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:58	20495/20495	---M--	200	added ('OK')	image/png	etag:%22500f-6696abb7-835e658f3abeee8f;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/snow-n.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/snow-n.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:52:59	11260/11260	---M--	200	added ('OK')	image/png	etag:%222bfc-6696abb7-378314e7631e7a57;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/mist.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/weather/mist.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:53:00	2942/2942	---M--	200	added ('OK')	image/png	etag:%22b7e-6696abb7-7804d4dea177720f;;;%22	https://beautyring.info/wp-content/plugins/td-composer/assets/images/flags/flags.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/assets/images/flags/flags.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:53:01	13766/13766	---M--	200	added ('OK')	image/png	etag:%2235c6-6696abb7-7e9179d13b388020;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/elements.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/elements.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:53:03	4884/4884	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221314-6696abb7-218aac35f481d431;br%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/icons/weather.eot?1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/icons/weatherc4ca.eot	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:53:03	4796/4796	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2212bc-6696abb7-18c5c5e6b951bd22;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/icons/weather.woff?1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/icons/weatherc4ca.woff	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:53:05	4720/4720	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%221270-6696abb7-e3388836be7fceae;br%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/icons/weather.ttf?1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/icons/weatherc4ca.ttf	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:53:06	13544/13544	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2234e8-6696abb7-3f1b97f05855467d;br%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/icons/weather.svg?1	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/icons/weatherc4ca.svg	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:53:06	31360/31360	---M--	200	added ('OK')	image/png	etag:%227a80-6696abb7-9bcad7fe54c808e0;;;%22	https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/elements@2x.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/images/sprite/elements@2x.png	(from https://beautyring.info/wp-content/plugins/td-composer/legacy/Newsmag/assets/css/td_legacy_main.css?ver=e5fcc38395b0030bac3ad179898970d6)
18:53:09	8534/8534	---MCZ	200	added ('OK')	application/json	date:Wed,%2007%20Aug%202024%2022:53:08%20GMT	https://beautyring.info/wp-json/wp/v2/categories/558	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-json/wp/v2/categories/558.json	(from https://beautyring.info/category/beauty/)
18:53:09	109213/109213	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22d3072164e646a97cd59bab7cffcfdd95%22	https://beautyring.info/category/beauty/feed/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/beauty/feed/index.html	(from https://beautyring.info/category/beauty/)
18:53:09	115951/115951	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:09%20GMT	https://beautyring.info/category/beauty/page/2/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/beauty/page/2/index.html	(from https://beautyring.info/category/beauty/)
18:53:09	10705/10705	---M--	200	added ('OK')	image/jpeg	etag:%2229d1-6417fe5a-4afcda1cc7bb8c5f;;;%22	https://beautyring.info/wp-content/uploads/2023/03/Borsalo-728-%d1%85-90-%d0%9c%d0%b0%d0%b9%d0%b0%d0%bc%d0%b8.jpeg	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/uploads/2023/03/Borsalo-728-%d1%85-90-%d0%9c%d0%b0%d0%b9%d0%b0%d0%bc%d0%b8.jpg	(from https://beautyring.info/category/beauty/)
18:53:10	95841/95841	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:10%20GMT	https://beautyring.info/category/beauty/?filter_by=popular7	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/beauty/indexdcac.html	(from https://beautyring.info/category/beauty/)
18:53:10	115392/115392	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:10%20GMT	https://beautyring.info/category/beauty/?filter_by=popular	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/beauty/index6ca3.html	(from https://beautyring.info/category/beauty/)
18:53:10	114322/114322	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:10%20GMT	https://beautyring.info/category/beauty/?filter_by=featured	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/beauty/index6fdd.html	(from https://beautyring.info/category/beauty/)
18:53:11	95842/95842	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:11%20GMT	https://beautyring.info/category/beauty/?filter_by=review_high	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/beauty/index8dd6.html	(from https://beautyring.info/category/beauty/)
18:53:11	12251/12251	---M--	200	added ('OK')	image/jpeg	etag:%222fdb-6417fe5e-cbf336726664af40;;;%22	https://beautyring.info/wp-content/uploads/2023/03/Coolazer_long.jpeg	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/uploads/2023/03/Coolazer_long.jpg	(from https://beautyring.info/category/beauty/)
18:53:12	93504/93504	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:12%20GMT	https://beautyring.info/beauty/efe-glasses-announces-exciting-deals-for-august-8th-brand-event-day/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/beauty/efe-glasses-announces-exciting-deals-for-august-8th-brand-event-day/index.html	(from https://beautyring.info/category/beauty/)
18:53:12	93392/93392	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:12%20GMT	https://beautyring.info/beauty/troitsk-by-zheyu-wang-wins-silver-in-a-jewelry-awards/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/beauty/troitsk-by-zheyu-wang-wins-silver-in-a-jewelry-awards/index.html	(from https://beautyring.info/category/beauty/)
18:53:13	338/338	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22220-66b0497d-49e6f7f9c626b3be;br%22	https://beautyring.info/wp-content/plugins/featured-image-from-url/includes/html/js/json-ld.js?ver=4.8.8	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/plugins/featured-image-from-url/includes/html/js/json-ld9537.js	(from https://beautyring.info/category/beauty/)
18:53:14	93576/93576	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:13%20GMT	https://beautyring.info/beauty/unveil-the-new-chapter-in-sexy-avidloves-9th-birthday-celebration-starts-now/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/beauty/unveil-the-new-chapter-in-sexy-avidloves-9th-birthday-celebration-starts-now/index.html	(from https://beautyring.info/category/beauty/)
18:53:16	115226/115226	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:13%20GMT	https://beautyring.info/category/beauty/?filter_by=random_posts	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/beauty/index5995.html	(from https://beautyring.info/category/beauty/)
18:53:16	93672/93672	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:14%20GMT	https://beautyring.info/beauty/iziks-steve-barber-shop-hicksvilles-premier-grooming-destination-celebrates-rave-reviews/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/beauty/iziks-steve-barber-shop-hicksvilles-premier-grooming-destination-celebrates-rave-reviews/index.html	(from https://beautyring.info/category/beauty/)
18:53:16	93376/93376	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:14%20GMT	https://beautyring.info/beauty/betty-laurent-photography-opens-new-studio-in-kauai/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/beauty/betty-laurent-photography-opens-new-studio-in-kauai/index.html	(from https://beautyring.info/category/beauty/)
18:53:16	93328/93328	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:15%20GMT	https://beautyring.info/beauty/weaver-clinics-celebrates-15-years-of-service/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/beauty/weaver-clinics-celebrates-15-years-of-service/index.html	(from https://beautyring.info/category/beauty/)
18:53:17	8551/8551	---MCZ	200	added ('OK')	application/json	date:Wed,%2007%20Aug%202024%2022:53:17%20GMT	https://beautyring.info/wp-json/wp/v2/categories/548	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-json/wp/v2/categories/548.json	(from https://beautyring.info/category/fashion/)
18:53:18	111759/111759	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:17%20GMT	https://beautyring.info/category/fashion/page/2/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/fashion/page/2/index.html	(from https://beautyring.info/category/fashion/)
18:53:18	114981/114981	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:17%20GMT	https://beautyring.info/category/beauty/page/467/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/beauty/page/467/index.html	(from https://beautyring.info/category/beauty/)
18:53:18	117390/117390	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:17%20GMT	https://beautyring.info/category/beauty/page/3/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/beauty/page/3/index.html	(from https://beautyring.info/category/beauty/)
18:53:18	86828/86828	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22d3072164e646a97cd59bab7cffcfdd95%22	https://beautyring.info/category/fashion/feed/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/fashion/feed/index.html	(from https://beautyring.info/category/fashion/)
18:53:19	14125/14125	---M--	200	added ('OK')	image/jpeg	etag:%22372d-640ed58d-7915e5ec8d5164b7;;;%22	https://beautyring.info/wp-content/uploads/2023/03/Exorcist_Victoria_Unikel.jpeg	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/uploads/2023/03/Exorcist_Victoria_Unikel.jpg	(from https://beautyring.info/category/fashion/)
18:53:22	110706/110706	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:20%20GMT	https://beautyring.info/category/fashion/?filter_by=featured	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/fashion/index6fdd.html	(from https://beautyring.info/category/fashion/)
18:53:22	92786/92786	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:20%20GMT	https://beautyring.info/category/fashion/?filter_by=popular7	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/fashion/indexdcac.html	(from https://beautyring.info/category/fashion/)
18:53:22	92787/92787	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:20%20GMT	https://beautyring.info/category/fashion/?filter_by=review_high	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/fashion/index8dd6.html	(from https://beautyring.info/category/fashion/)
18:53:23	118452/118452	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:20%20GMT	https://beautyring.info/category/fashion/?filter_by=popular	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/fashion/index6ca3.html	(from https://beautyring.info/category/fashion/)
18:53:23	93432/93432	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:23%20GMT	https://beautyring.info/fashion/maison-natan-couture-fw25-during-paris-haute-couture-week/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/fashion/maison-natan-couture-fw25-during-paris-haute-couture-week/index.html	(from https://beautyring.info/category/fashion/)
18:53:23	129895/129895	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:23%20GMT	https://beautyring.info/category/fashion/?filter_by=random_posts	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/fashion/index5995.html	(from https://beautyring.info/category/fashion/)
18:53:23	93352/93352	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:23%20GMT	https://beautyring.info/fashion/ziad-nakad-fw25-during-paris-haute-couture-week/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/fashion/ziad-nakad-fw25-during-paris-haute-couture-week/index.html	(from https://beautyring.info/category/fashion/)
18:53:25	8625/8625	---MCZ	200	added ('OK')	application/json	date:Wed,%2007%20Aug%202024%2022:53:24%20GMT	https://beautyring.info/wp-json/wp/v2/categories/563	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-json/wp/v2/categories/563.json	(from https://beautyring.info/category/movies/)
18:53:25	93456/93456	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:24%20GMT	https://beautyring.info/fashion/la-swim-week-powered-by-art-hearts-fashion-set-to-make-waves/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/fashion/la-swim-week-powered-by-art-hearts-fashion-set-to-make-waves/index.html	(from https://beautyring.info/category/fashion/)
18:53:25	93440/93440	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:24%20GMT	https://beautyring.info/fashion/peet-dullaert-couture-fw25-during-paris-haute-couture-week/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/fashion/peet-dullaert-couture-fw25-during-paris-haute-couture-week/index.html	(from https://beautyring.info/category/fashion/)
18:53:25	93376/93376	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:24%20GMT	https://beautyring.info/fashion/aelis-couture-fw25-during-paris-haute-couture-week/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/fashion/aelis-couture-fw25-during-paris-haute-couture-week/index.html	(from https://beautyring.info/category/fashion/)
18:53:26	19594/19594	---M--	200	added ('OK')	image/jpeg	etag:%224c8a-640ed0a1-7244ecf694f3b741;;;%22	https://beautyring.info/wp-content/uploads/2023/03/gossipstone-s.jpg	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/uploads/2023/03/gossipstone-s.jpg	(from https://beautyring.info/category/movies/)
18:53:26	111571/111571	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:26%20GMT	https://beautyring.info/category/fashion/page/3/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/fashion/page/3/index.html	(from https://beautyring.info/category/fashion/)
18:53:26	109121/109121	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:26%20GMT	https://beautyring.info/category/fashion/page/83/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/fashion/page/83/index.html	(from https://beautyring.info/category/fashion/)
18:53:26	114765/114765	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:26%20GMT	https://beautyring.info/category/movies/page/2/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/movies/page/2/index.html	(from https://beautyring.info/category/movies/)
18:53:26	120187/120187	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22d3072164e646a97cd59bab7cffcfdd95%22	https://beautyring.info/category/movies/feed/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/movies/feed/index.html	(from https://beautyring.info/category/movies/)
18:53:27	9329/9329	---M--	200	added ('OK')	image/jpeg	etag:%222471-640ed0b7-dc1c500795006877;;;%22	https://beautyring.info/wp-content/uploads/2023/03/Emma_plus_Luke.jpg	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/uploads/2023/03/Emma_plus_Luke.jpg	(from https://beautyring.info/category/movies/)
18:53:30	94399/94399	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:28%20GMT	https://beautyring.info/category/movies/?filter_by=popular7	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/movies/indexdcac.html	(from https://beautyring.info/category/movies/)
18:53:30	116306/116306	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:29%20GMT	https://beautyring.info/category/movies/?filter_by=popular	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/movies/index6ca3.html	(from https://beautyring.info/category/movies/)
18:53:30	113654/113654	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:28%20GMT	https://beautyring.info/category/movies/?filter_by=featured	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/movies/index6fdd.html	(from https://beautyring.info/category/movies/)
18:53:30	94400/94400	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:28%20GMT	https://beautyring.info/category/movies/?filter_by=review_high	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/movies/index8dd6.html	(from https://beautyring.info/category/movies/)
18:53:31	113587/113587	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:31%20GMT	https://beautyring.info/category/movies/?filter_by=random_posts	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/movies/index5995.html	(from https://beautyring.info/category/movies/)
18:53:32	8510/8510	---MCZ	200	added ('OK')	application/json	date:Wed,%2007%20Aug%202024%2022:53:31%20GMT	https://beautyring.info/wp-json/wp/v2/categories/553	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-json/wp/v2/categories/553.json	(from https://beautyring.info/category/books/)
18:53:34	93544/93544	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:32%20GMT	https://beautyring.info/movies/screenwriter-timothy-mallon-tackles-mental-health-in-his-latest-film-run/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/movies/screenwriter-timothy-mallon-tackles-mental-health-in-his-latest-film-run/index.html	(from https://beautyring.info/category/movies/)
18:53:34	93640/93640	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:32%20GMT	https://beautyring.info/movies/revolutionizing-the-fast-channel-ecosystem-with-its-single-point-integrated-platform/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/movies/revolutionizing-the-fast-channel-ecosystem-with-its-single-point-integrated-platform/index.html	(from https://beautyring.info/category/movies/)
18:53:34	93672/93672	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:32%20GMT	https://beautyring.info/movies/former-nba-player-matt-barnes-pens-my-black-mark-in-advance-of-hollyshorts-film-festival/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/movies/former-nba-player-matt-barnes-pens-my-black-mark-in-advance-of-hollyshorts-film-festival/index.html	(from https://beautyring.info/category/movies/)
18:53:34	93592/93592	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:33%20GMT	https://beautyring.info/movies/titan-os-partners-with-autentic-bringing-six-new-channels-to-its-free-offering/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/movies/titan-os-partners-with-autentic-bringing-six-new-channels-to-its-free-offering/index.html	(from https://beautyring.info/category/movies/)
18:53:36	8690/8690	---MCZ	200	added ('OK')	application/json	date:Wed,%2007%20Aug%202024%2022:53:35%20GMT	https://beautyring.info/wp-json/wp/v2/categories/564	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-json/wp/v2/categories/564.json	(from https://beautyring.info/category/hotels/)
18:53:36	93720/93720	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:35%20GMT	https://beautyring.info/movies/hemp-oil-rockstar-relaunches-with-expanded-product-line-and-renewed-focus-on-customer-wellness/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/movies/hemp-oil-rockstar-relaunches-with-expanded-product-line-and-renewed-focus-on-customer-wellness/index.html	(from https://beautyring.info/category/movies/)
18:53:36	93568/93568	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:35%20GMT	https://beautyring.info/movies/freestyle-digital-media-releases-rock-music-documentary-500-days-of-silence/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/movies/freestyle-digital-media-releases-rock-music-documentary-500-days-of-silence/index.html	(from https://beautyring.info/category/movies/)
18:53:36	93576/93576	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2007%20Aug%202024%2022:53:35%20GMT	https://beautyring.info/movies/a-new-film-about-young-runners-called-run-crew-gets-released-on-amazon-prime/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/movies/a-new-film-about-young-runners-called-run-crew-gets-released-on-amazon-prime/index.html	(from https://beautyring.info/category/movies/)
18:53:36	15191/15191	---M--	200	added ('OK')	image/png	etag:%223b57-64100bdc-7de0495bccf1fb5f;;;%22	https://beautyring.info/wp-content/uploads/2023/03/edison_logo_banner_blk_on_wht-1024x158.png	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/wp-content/uploads/2023/03/edison_logo_banner_blk_on_wht-1024x158.png	(from https://beautyring.info/category/hotels/)
18:53:39	114072/114072	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2022:53:37%20GMT	https://beautyring.info/category/books/page/2/	/Volumes/EXT2TBSSD/WP_Static_Site_Migration_to_GIT/httrack/beautyring_info/beautyring.info/category/books/page/2/index.html	(from https://beautyring.info/category/books/)
